Dilshad Garden to Jhilmil via Dilshad Garden → Jhilmil | Lines: RED_Rithala to Dilshad Garden
Dilshad Garden to Samaypur Badli via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Civil Lines → Vidhan Sabha → Vishwavidyalaya → Guru Tegh Bahadur Nagar → Model Town → Azadpur → Adarsh Nagar → Jahangirpuri → Haiderpur Badli Mor → Rohini Sector 18-19 → Samaypur Badli | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Rohini Sector 18-19 via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Civil Lines → Vidhan Sabha → Vishwavidyalaya → Guru Tegh Bahadur Nagar → Model Town → Azadpur → Adarsh Nagar → Jahangirpuri → Haiderpur Badli Mor → Rohini Sector 18-19 | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Haiderpur Badli Mor via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Civil Lines → Vidhan Sabha → Vishwavidyalaya → Guru Tegh Bahadur Nagar → Model Town → Azadpur → Adarsh Nagar → Jahangirpuri → Haiderpur Badli Mor | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Jahangirpuri via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Civil Lines → Vidhan Sabha → Vishwavidyalaya → Guru Tegh Bahadur Nagar → Model Town → Azadpur → Adarsh Nagar → Jahangirpuri | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Adarsh Nagar via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Civil Lines → Vidhan Sabha → Vishwavidyalaya → Guru Tegh Bahadur Nagar → Model Town → Azadpur → Adarsh Nagar | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Azadpur via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Civil Lines → Vidhan Sabha → Vishwavidyalaya → Guru Tegh Bahadur Nagar → Model Town → Azadpur | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Model Town via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Civil Lines → Vidhan Sabha → Vishwavidyalaya → Guru Tegh Bahadur Nagar → Model Town | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Guru Tegh Bahadur Nagar via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Civil Lines → Vidhan Sabha → Vishwavidyalaya → Guru Tegh Bahadur Nagar | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Vishwavidyalaya via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Civil Lines → Vidhan Sabha → Vishwavidyalaya | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Vidhan Sabha via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Civil Lines → Vidhan Sabha | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Civil Lines via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Civil Lines | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Chandni Chowk via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Chawri Bazar via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to New Delhi via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Rajiv Chowk via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Patel Chowk via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Central Secretariat via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Udyog Bhawan via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Udyog Bhawan | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Lok Kalyan Marg via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Udyog Bhawan → Lok Kalyan Marg | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Jorbagh via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Udyog Bhawan → Lok Kalyan Marg → Jorbagh | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Dilli Haat - INA via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Udyog Bhawan → Lok Kalyan Marg → Jorbagh → Dilli Haat - INA | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to AIIMS via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Udyog Bhawan → Lok Kalyan Marg → Jorbagh → Dilli Haat - INA → AIIMS | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Dilshad Garden to Green Park via Dilshad Garden → Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Udyog Bhawan → Lok Kalyan Marg → Jorbagh → Dilli Haat - INA → AIIMS → Green Park | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
